ID,Name,Race,MaxHitPoints,MaxShields,MaxEnergy,RegeneratesHp,AirWeaponName,GroundWeaponName,Armor,ArmorUpgrade,UnitSize,RequiredTech,RequiresCreep,RequiresPsi,CloakingTech,HasPermanentCloak,BuildScore,BuildTime,DestroyScore,Acceleration,HaltDistance,TopSpeed,TurnRadius,CanAttack,CanBuildAddon,CanMove,CanProduce,Width,Height,DimensionDown,DimensionLeft,DimensionRight,DimensionUp,TileWidth,TileHeight,MineralPrice,GasPrice,SpaceProvided,SpaceRequired,SupplyProvided,SupplyRequired,IsAddon,IsBeacon,IsBuilding,IsBurrowable,IsCloakable,IsCritter,IsDetector,IsFlagBeacon,IsFlyer,IsFlyingBuilding,IsHero,IsInvincible,IsMechanical,IsMineralField,IsNeutral,IsOrganic,IsPowerup,IsRefinery,IsResourceContainer,IsResourceDepot,IsRobotic,IsSpecialBuilding,IsSpell,IsSpellcaster,IsTwoUnitsInOneEgg,IsWorker,ProducesCreep,ProducesLarva,SeekRange,SightRange,MaxGroundHits,MaxAirHits,Abilities,Upgrades,BuildsWhat,ReseachesWhat,UpgradesWhat,RequiredUnits
72,Protoss_Carrier,Protoss,300,150,0,FALSE,None,None,4,Protoss_Air_Armor,Large,None,FALSE,FALSE,None,FALSE,950,2100,1900,27,13474,3.33,20,TRUE,FALSE,TRUE,TRUE,64,64,31,32,31,32,2,2,350,250,0,255,0,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,256,352,0,0,None,Protoss_Plasma_Shields/Protoss_Air_Weapons/Protoss_Air_Armor/Carrier_Capacity,Protoss_Interceptor,None,None,Protoss_Stargate|1/Protoss_Fleet_Beacon|1
73,Protoss_Interceptor,Protoss,40,40,0,FALSE,Pulse_Cannon,Pulse_Cannon,0,Protoss_Air_Armor,Small,None,FALSE,FALSE,None,FALSE,30,300,60,427,13640,13.33,40,TRUE,FALSE,TRUE,FALSE,16,16,7,8,7,8,1,1,25,0,0,255,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,192,1,1,None,Protoss_Plasma_Shields/Protoss_Air_Weapons/Protoss_Air_Armor,None,None,None,Protoss_Carrier|1
74,Hero_Dark_Templar,Protoss,40,80,0,FALSE,None,Warp_Blades_Hero,0,Protoss_Ground_Armor,Small,None,FALSE,FALSE,None,TRUE,0,750,400,27,13474,4.92,40,TRUE,FALSE,TRUE,FALSE,24,26,19,12,11,6,1,1,150,150,0,2,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,96,224,1,0,None,Protoss_Plasma_Shields/Protoss_Ground_Weapons/Protoss_Ground_Armor,None,None,None,None
75,Hero_Zeratul,Protoss,60,400,0,FALSE,None,Warp_Blades_Zeratul,0,Protoss_Ground_Armor,Small,None,FALSE,FALSE,None,TRUE,0,1500,800,27,13474,4.92,40,TRUE,FALSE,TRUE,FALSE,24,26,19,12,11,6,1,1,100,300,0,2,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,96,224,1,0,None,Protoss_Plasma_Shields/Protoss_Ground_Weapons/Protoss_Ground_Armor,None,None,None,None
76,Hero_Tassadar_Zeratul_Archon,Protoss,100,800,0,FALSE,Psionic_Shockwave_TZ_Archon,Psionic_Shockwave_TZ_Archon,3,Protoss_Ground_Armor,Large,None,FALSE,FALSE,None,FALSE,0,600,2800,160,5120,4.92,40,TRUE,FALSE,TRUE,FALSE,32,32,15,16,15,16,1,1,0,0,0,4,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,96,256,1,1,None,Protoss_Plasma_Shields/Protoss_Ground_Weapons/Protoss_Ground_Armor,None,None,None,None
77,Hero_Fenix_Zealot,Protoss,240,240,0,FALSE,None,Psi_Blades_Fenix,2,Protoss_Ground_Armor,Small,None,FALSE,FALSE,None,FALSE,0,1200,400,1,1,4,40,TRUE,FALSE,TRUE,FALSE,23,19,13,11,11,5,1,1,200,0,0,2,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,96,224,2,0,None,Protoss_Plasma_Shields/Protoss_Ground_Weapons/Protoss_Ground_Armor,None,None,None,None
78,Hero_Fenix_Dragoon,Protoss,240,240,0,FALSE,Phase_Disruptor_Fenix,Phase_Disruptor_Fenix,3,Protoss_Ground_Armor,Large,None,FALSE,FALSE,None,FALSE,0,1500,1000,1,1,5,40,TRUE,FALSE,TRUE,FALSE,32,32,16,15,16,15,1,1,300,100,0,4,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,256,1,1,None,Protoss_Plasma_Shields/Protoss_Ground_Weapons/Protoss_Ground_Armor,None,None,None,None
79,Hero_Tassadar,Protoss,80,300,250,FALSE,None,Psi_Assault,2,Protoss_Ground_Armor,Small,None,FALSE,FALSE,None,FALSE,0,1500,1400,27,13474,3.2,40,TRUE,FALSE,TRUE,FALSE,24,24,13,12,11,10,1,1,100,300,0,2,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,96,224,1,0,Psionic_Storm/Hallucination,Protoss_Plasma_Shields/Protoss_Ground_Weapons/Protoss_Ground_Armor,None,None,None,None
80,Hero_Mojo,Protoss,400,400,0,FALSE,Anti_Matter_Missiles_Mojo,Dual_Photon_Blasters_Mojo,3,Protoss_Air_Armor,Large,None,FALSE,FALSE,None,FALSE,0,2400,2600,48,17067,5,30,TRUE,FALSE,TRUE,FALSE,36,32,15,18,17,16,2,1,600,300,0,255,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,320,1,1,None,Protoss_Plasma_Shields/Protoss_Air_Weapons/Protoss_Air_Armor,None,None,None,None
81,Hero_Warbringer,Protoss,200,400,0,FALSE,None,None,3,Protoss_Ground_Armor,Large,None,FALSE,FALSE,None,FALSE,0,1800,1600,1,1,1.78,20,TRUE,FALSE,TRUE,TRUE,32,32,15,16,15,16,1,1,400,200,0,4,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,256,320,0,0,None,Protoss_Plasma_Shields/Protoss_Ground_Weapons/Protoss_Ground_Armor/Scarab_Damage/Reaver_Capacity,None,None,None,None
82,Hero_Gantrithor,Protoss,800,500,0,FALSE,None,None,4,Protoss_Air_Armor,Large,None,FALSE,FALSE,None,FALSE,0,4200,3800,27,13474,3.33,20,TRUE,FALSE,TRUE,TRUE,64,64,31,32,31,32,2,2,700,600,0,255,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,256,288,0,0,None,Protoss_Plasma_Shields/Protoss_Air_Weapons/Protoss_Air_Armor,None,None,None,None
83,Protoss_Reaver,Protoss,100,80,0,FALSE,None,None,0,Protoss_Ground_Armor,Large,None,FALSE,FALSE,None,FALSE,400,1050,800,1,1,1.78,20,TRUE,FALSE,TRUE,TRUE,32,32,15,16,15,16,1,1,200,100,0,4,0,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,256,320,0,0,None,Protoss_Plasma_Shields/Protoss_Ground_Weapons/Protoss_Ground_Armor/Scarab_Damage/Reaver_Capacity,Protoss_Scarab,None,None,Protoss_Robotics_Facility|1/Protoss_Robotics_Support_Bay|1
84,Protoss_Observer,Protoss,40,20,0,FALSE,None,None,0,Protoss_Air_Armor,Small,None,FALSE,FALSE,None,TRUE,225,600,450,27,13474,3.33,20,FALSE,FALSE,TRUE,FALSE,32,32,15,16,15,16,1,1,25,75,0,255,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,288,0,0,None,Gravitic_Boosters/Protoss_Plasma_Shields/Sensor_Array/Protoss_Air_Armor,None,None,None,Protoss_Robotics_Facility|1/Protoss_Observatory|1
85,Protoss_Scarab,Protoss,20,10,0,FALSE,None,Scarab,0,Protoss_Ground_Armor,Small,None,FALSE,FALSE,None,FALSE,0,105,0,1,1,16,27,TRUE,FALSE,TRUE,FALSE,5,5,2,2,2,2,1,1,15,0,0,255,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,96,160,1,0,None,Protoss_Plasma_Shields/Protoss_Ground_Weapons/Protoss_Ground_Armor,None,None,None,Protoss_Reaver|1
86,Hero_Danimoth,Protoss,600,500,250,FALSE,Phase_Disruptor_Cannon_Danimoth,Phase_Disruptor_Cannon_Danimoth,3,Protoss_Air_Armor,Large,None,FALSE,FALSE,None,FALSE,0,4800,4100,33,24824,5,40,TRUE,FALSE,TRUE,FALSE,44,44,21,22,21,22,2,2,50,1000,0,255,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,288,1,1,Recall/Stasis_Field,Protoss_Plasma_Shields/Protoss_Air_Weapons/Protoss_Air_Armor,None,None,None,None
87,Hero_Aldaris,Protoss,80,300,250,FALSE,None,Psi_Assault,2,Protoss_Ground_Armor,Small,None,FALSE,FALSE,None,FALSE,0,1500,1400,27,13474,3.2,40,TRUE,FALSE,TRUE,FALSE,24,24,13,12,11,10,1,1,100,300,0,2,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,96,224,1,0,None,Protoss_Plasma_Shields/Protoss_Ground_Weapons/Protoss_Ground_Armor,None,None,None,None
88,Hero_Artanis,Protoss,250,250,0,FALSE,Anti_Matter_Missiles_Artanis,Dual_Photon_Blasters_Artanis,3,Protoss_Air_Armor,Large,None,FALSE,FALSE,None,FALSE,0,2400,2400,48,17067,5,30,TRUE,FALSE,TRUE,FALSE,36,32,15,18,17,16,2,1,600,300,0,255,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,320,1,1,None,Protoss_Plasma_Shields/Protoss_Air_Weapons/Protoss_Air_Armor,None,None,None,None
89,Critter_Rhynadon,None,60,0,0,FALSE,None,None,0,Upgrade_60,Small,None,FALSE,FALSE,None,FALSE,0,1,10,1,1,4,27,FALSE,FALSE,TRUE,FALSE,32,32,15,16,15,16,1,1,1,1,0,255,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,224,0,0,None,None,None,None,None,None
90,Critter_Bengalaas,None,60,0,0,FALSE,None,None,0,Upgrade_60,Small,None,FALSE,FALSE,None,FALSE,0,1,10,1,1,4,27,FALSE,FALSE,TRUE,FALSE,32,32,15,16,15,16,1,1,1,1,0,255,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,224,0,0,None,None,None,None,None,None
91,Special_Cargo_Ship,Zerg,125,0,0,FALSE,None,None,1,Upgrade_60,Medium,None,FALSE,FALSE,None,FALSE,0,600,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,32,32,16,15,16,15,1,1,100,100,0,255,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,256,256,0,0,None,None,None,None,None,None
92,Special_Mercenary_Gunship,Zerg,125,0,0,FALSE,None,None,1,Upgrade_60,Medium,None,FALSE,FALSE,None,FALSE,0,600,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,32,32,16,15,16,15,1,1,100,100,0,255,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,128,224,0,0,None,None,None,None,None,None
93,Critter_Scantid,None,60,0,0,FALSE,None,None,0,Upgrade_60,Small,None,FALSE,FALSE,None,FALSE,0,1,10,1,1,4,27,FALSE,FALSE,TRUE,FALSE,32,32,15,16,15,16,1,1,1,1,0,255,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,224,0,0,None,None,None,None,None,None
94,Critter_Kakaru,None,60,0,0,FALSE,None,None,0,Upgrade_60,Small,None,FALSE,FALSE,None,FALSE,0,1,10,16,51200,5,14,FALSE,FALSE,TRUE,FALSE,32,32,15,16,15,16,1,1,1,1,0,255,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,224,0,0,None,None,None,None,None,None
95,Critter_Ragnasaur,None,60,0,0,FALSE,None,None,0,Upgrade_60,Small,None,FALSE,FALSE,None,FALSE,0,1,10,1,1,4,27,FALSE,FALSE,TRUE,FALSE,32,32,15,16,15,16,1,1,1,1,0,255,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,224,0,0,None,None,None,None,None,None
96,Critter_Ursadon,None,60,0,0,FALSE,None,None,0,Upgrade_60,Small,None,FALSE,FALSE,None,FALSE,0,1,10,1,1,4,27,FALSE,FALSE,TRUE,FALSE,32,32,15,16,15,16,1,1,1,1,0,255,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,224,0,0,None,None,None,None,None,None
97,Zerg_Lurker_Egg,Zerg,200,0,0,FALSE,None,None,10,Zerg_Carapace,Medium,Lurker_Aspect,FALSE,FALSE,None,FALSE,0,1,500,0,0,0,0,FALSE,FALSE,FALSE,FALSE,32,32,15,16,15,16,1,1,1,1,0,255,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,128,0,0,None,Zerg_Carapace,None,None,None,Zerg_Hydralisk|1
98,Hero_Raszagal,Protoss,100,60,250,FALSE,Neutron_Flare,None,0,Protoss_Air_Armor,Medium,None,FALSE,FALSE,None,FALSE,0,750,1300,67,17067,6.67,30,TRUE,FALSE,TRUE,FALSE,36,32,15,18,17,16,1,1,150,100,0,255,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,288,288,0,1,Disruption_Web,Protoss_Plasma_Shields/Protoss_Air_Weapons/Protoss_Air_Armor,None,None,None,None
99,Hero_Samir_Duran,Terran,200,0,250,FALSE,C_10_Canister_Rifle_Samir_Duran,C_10_Canister_Rifle_Samir_Duran,2,Terran_Infantry_Armor,Small,None,FALSE,FALSE,Personnel_Cloaking,FALSE,0,1500,700,1,1,4,40,TRUE,FALSE,TRUE,FALSE,15,22,11,7,7,10,1,1,200,75,0,1,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,320,1,1,Lockdown/Personnel_Cloaking,Terran_Infantry_Armor/Terran_Infantry_Weapons,None,None,None,None
100,Hero_Alexei_Stukov,Terran,250,0,250,FALSE,C_10_Canister_Rifle_Alexei_Stukov,C_10_Canister_Rifle_Alexei_Stukov,3,Terran_Infantry_Armor,Small,None,FALSE,FALSE,Personnel_Cloaking,FALSE,0,1500,700,1,1,4,40,TRUE,FALSE,TRUE,FALSE,15,22,11,7,7,10,1,1,200,75,0,1,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,352,1,1,Lockdown/Personnel_Cloaking,Terran_Infantry_Armor/Terran_Infantry_Weapons,None,None,None,None
101,Special_Map_Revealer,None,1,0,0,FALSE,None,None,0,Upgrade_60,Independent,None,FALSE,FALSE,None,FALSE,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,27,31,17,13,13,13,1,1,0,0,0,255,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,320,0,0,None,None,None,None,None,None
102,Hero_Gerard_DuGalle,Terran,700,0,250,FALSE,ATA_Laser_Battery_Hero,ATS_Laser_Battery_Hero,4,Terran_Ship_Plating,Large,None,FALSE,FALSE,None,FALSE,0,4800,4800,27,7585,2.5,20,TRUE,FALSE,TRUE,FALSE,75,59,29,37,37,29,2,2,800,600,0,255,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,352,1,1,Yamato_Gun,Terran_Ship_Plating/Terran_Ship_Weapons,None,None,None,None
103,Zerg_Lurker,Zerg,125,0,0,TRUE,None,Subterranean_Spines,1,Zerg_Carapace,Medium,Lurker_Aspect,FALSE,FALSE,None,FALSE,250,600,500,1,1,5.82,40,TRUE,FALSE,TRUE,FALSE,32,32,16,15,16,15,1,1,50,100,0,4,0,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,192,256,1,0,Burrowing,Zerg_Missile_Attacks/Zerg_Carapace,None,None,None,Zerg_Hydralisk|1
104,Hero_Infested_Duran,Zerg,300,0,250,TRUE,C_10_Canister_Rifle_Infested_Duran,C_10_Canister_Rifle_Infested_Duran,3,Zerg_Carapace,Small,None,FALSE,FALSE,Personnel_Cloaking,FALSE,0,1500,700,1,1,4,40,TRUE,FALSE,TRUE,FALSE,15,22,11,7,7,10,1,1,200,75,0,1,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,352,1,1,Lockdown/Personnel_Cloaking/Consume,Zerg_Carapace/Terran_Infantry_Weapons,None,None,None,None
105,Spell_Disruption_Web,None,800,0,0,FALSE,None,None,0,Upgrade_60,Independent,None,FALSE,FALSE,None,FALSE,0,2400,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,120,80,39,60,59,40,4,3,250,250,0,255,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,256,0,0,None,None,None,None,None,None
106,Terran_Command_Center,Terran,1500,0,0,FALSE,None,None,1,Upgrade_60,Large,None,FALSE,FALSE,None,FALSE,400,1800,1200,33,2763,1,27,FALSE,TRUE,FALSE,TRUE,117,83,41,58,58,41,4,3,400,0,0,255,20,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,320,0,0,None,None,Terran_SCV/Terran_Comsat_Station/Terran_Nuclear_Silo,None,None,Terran_SCV|1
107,Terran_Comsat_Station,Terran,500,0,200,FALSE,None,None,1,Upgrade_60,Large,None,FALSE,FALSE,None,FALSE,75,600,225,0,0,0,0,FALSE,FALSE,FALSE,FALSE,69,42,25,37,31,16,2,2,50,50,0,255,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,320,0,0,Scanner_Sweep,None,None,None,None,Terran_Command_Center|1/Terran_Academy|1
108,Terran_Nuclear_Silo,Terran,600,0,0,FALSE,None,None,1,Upgrade_60,Large,None,FALSE,FALSE,None,FALSE,75,1200,225,0,0,0,0,FALSE,FALSE,FALSE,FALSE,69,42,25,37,31,16,2,2,100,100,0,255,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,256,0,0,None,None,Terran_Nuclear_Missile,None,None,Terran_Command_Center|1/Terran_Science_Facility|1/Terran_Covert_Ops|1
109,Terran_Supply_Depot,Terran,500,0,0,FALSE,None,None,1,Upgrade_60,Large,None,FALSE,FALSE,None,FALSE,50,600,150,0,0,0,0,FALSE,FALSE,FALSE,FALSE,77,49,26,38,38,22,3,2,100,0,0,255,16,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,256,0,0,None,None,None,None,None,Terran_SCV|1
110,Terran_Refinery,Terran,750,0,0,FALSE,None,None,1,Upgrade_60,Large,None,FALSE,FALSE,None,FALSE,50,600,150,33,2763,0,27,FALSE,FALSE,FALSE,FALSE,113,64,31,56,56,32,4,2,100,0,0,255,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,256,0,0,None,None,None,None,None,Terran_SCV|1
111,Terran_Barracks,Terran,1000,0,0,FALSE,None,None,1,Upgrade_60,Large,None,FALSE,FALSE,None,FALSE,75,1200,225,33,2763,1,27,FALSE,FALSE,FALSE,TRUE,105,73,32,48,56,40,4,3,150,0,0,255,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,256,0,0,None,None,Terran_Firebat/Terran_Marine/Terran_Medic/Terran_Ghost,None,None,Terran_SCV|1/Terran_Command_Center|1
